'ID,Serial No,Equipment Type,Location,Employee No.,Impact Date,Impact Time,Impact Timezone,AP,Type,X-Axis Threshold,X-Axis Captured,Y-Axis Threshold,Y-Axis Captured,Impulse Threshold,Impulse Captured,Locked,Lock Cleared Date,Lock Cleared Time,Lock Cleared Timezone,Acknowledged Date,Acknowledged Time,Acknowledged Timezone,Comments
335 F,10163757,SHR/SH,Plant 7,55681,2/10/2020,1:31:06 PM,EST,*P7,Low,1,1,1,0,1,9,,,,,2/10/2020,1:31:05 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/10/2020,2:29:55 PM,EST,780CF0377AA3,Low,1,1,1,0,1,29,,,,,2/10/2020,2:29:54 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/10/2020,2:31:51 PM,EST,780CF0377AA3,Low,1,1,1,0,1,34,,,,,2/10/2020,2:31:50 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/10/2020,2:39:29 PM,EST,*P7 m12,Low,1,1,1,0,1,42,,,,,2/10/2020,2:39:27 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/11/2020,12:40:10 PM,EST,*P7,Low,1,1,1,0,1,58,,,,,2/11/2020,12:40:08 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/11/2020,1:00:41 PM,EST,*P7,Low,1,1,1,0,1,0,,,,,2/11/2020,1:00:38 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/11/2020,2:35:40 PM,EST,780CF0377AA3,Low,1,1,1,0,1,51,,,,,2/11/2020,2:35:37 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/11/2020,2:56:28 PM,EST,*P7,Low,1,1,1,0,1,19,,,,,2/11/2020,2:56:40 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/12/2020,11:40:14 AM,EST,*P7,Low,1,1,1,0,1,24,,,,,2/12/2020,11:40:10 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/12/2020,11:56:09 AM,EST,*P7,Low,1,1,1,0,1,58,,,,,2/12/2020,11:56:05 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/12/2020,12:06:00 PM,EST,780CF0377AA3,Low,1,1,1,0,1,0,,,,,2/12/2020,12:05:56 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/12/2020,1:04:45 PM,EST,*P7,Low,1,1,1,0,1,6,,,,,2/12/2020,1:04:40 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/12/2020,1:28:04 PM,EST,*P7,Low,1,1,1,0,1,6,,,,,2/12/2020,1:28:06 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/12/2020,1:34:53 PM,EST,*P7,Low,1,1,1,0,1,58,,,,,2/12/2020,1:34:56 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/13/2020,11:56:35 AM,EST,*P7,Low,1,1,1,0,1,44,,,,,2/13/2020,11:56:29 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/13/2020,1:22:51 PM,EST,780CF0377AA3,Low,1,1,1,0,1,61,,,,,2/13/2020,1:23:05 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/13/2020,1:37:36 PM,EST,*P7 m12,Low,1,1,1,0,1,3,,,,,2/13/2020,1:37:30 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/13/2020,1:47:07 PM,EST,*P7,Low,1,1,1,0,1,0,,,,,2/13/2020,1:47:19 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/14/2020,12:04:28 PM,EST,*P7 M20,Low,1,1,1,0,1,0,,,,,2/14/2020,12:04:21 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/14/2020,12:52:04 PM,EST,*P7,Low,1,1,1,0,1,22,,,,,2/14/2020,12:51:56 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/14/2020,1:29:44 PM,EST,780CF0377AA3,Low,1,1,1,0,1,0,,,,,2/14/2020,1:29:53 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/14/2020,2:44:17 PM,EST,780CF0377AA3,Low,1,1,1,0,1,0,,,,,2/14/2020,2:44:24 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/14/2020,2:48:11 PM,EST,5C838F902A53,Low,1,1,1,0,1,61,,,,,2/14/2020,2:48:19 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/14/2020,2:51:30 PM,EST,*P7,Low,1,1,1,0,1,48,,,,,2/14/2020,2:51:23 PM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/24/2020,8:04:32 AM,EST,780CF0377AA3,Low,1,1,1,0,1,0,,,,,2/24/2020,8:04:28 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/24/2020,8:21:34 AM,EST,*P7 m12,Low,1,1,1,0,1,0,,,,,2/24/2020,8:21:31 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/24/2020,8:33:53 AM,EST,*P7,Low,1,1,1,0,1,10,,,,,2/24/2020,8:33:49 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/24/2020,10:12:28 AM,EST,*P7,Low,1,1,1,0,1,13,,,,,2/24/2020,10:12:24 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/24/2020,10:31:02 AM,EST,*P7,Low,1,1,1,0,1,38,,,,,2/24/2020,10:31:03 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/25/2020,7:24:57 AM,EST,*P7,Low,1,1,1,0,1,25,,,,,2/25/2020,7:25:12 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/25/2020,8:00:31 AM,EST,*P7,Low,1,1,1,0,1,37,,,,,2/25/2020,8:00:30 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/25/2020,8:24:25 AM,EST,*P7,Low,1,1,1,0,1,3,,,,,2/25/2020,8:24:24 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/25/2020,8:34:41 AM,EST,*P7,Low,1,1,1,0,1,0,,,,,2/25/2020,8:34:47 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/25/2020,9:27:05 AM,EST,780CF0377AA3,Low,1,1,1,0,1,67,,,,,2/25/2020,9:27:04 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/25/2020,9:33:21 AM,EST,*P7,Low,1,1,1,0,1,0,,,,,2/25/2020,9:33:27 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/25/2020,9:38:50 AM,EST,*P7 m12,Low,1,1,1,0,1,29,,,,,2/25/2020,9:38:49 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/26/2020,7:23:20 AM,EST,*P7,Low,1,1,1,0,1,3,,,,,2/26/2020,7:23:23 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/26/2020,8:12:02 AM,EST,*P7,Low,1,1,1,0,1,38,,,,,2/26/2020,8:12:10 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/26/2020,8:31:08 AM,EST,*P7,Low,1,1,1,0,1,25,,,,,2/26/2020,8:31:05 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/26/2020,9:40:22 AM,EST,*P7,Low,1,1,1,0,1,16,,,,,2/26/2020,9:40:26 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/26/2020,9:53:30 AM,EST,780CF0377AA3,Low,1,1,1,0,1,12,,,,,2/26/2020,9:53:27 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/26/2020,9:59:01 AM,EST,*P7,Low,1,1,1,0,1,35,,,,,2/26/2020,9:59:08 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/27/2020,8:27:22 AM,EST,*P7,Low,1,1,1,0,1,0,,,,,2/27/2020,8:27:19 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/27/2020,10:02:32 AM,EST,*P7,Low,1,1,1,0,1,71,,,,,2/27/2020,10:02:27 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/27/2020,10:16:33 AM,EST,*P7,Low,1,1,1,0,1,58,,,,,2/27/2020,10:16:28 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/27/2020,10:25:42 AM,EST,780CF0377AA3,Low,1,1,1,0,1,41,,,,,2/27/2020,10:25:38 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/28/2020,7:37:07 AM,EST,*P7,Low,1,1,1,0,1,0,,,,,2/28/2020,7:37:08 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/28/2020,7:50:43 AM,EST,780CF0377AA3,Low,1,1,1,0,1,9,,,,,2/28/2020,7:50:58 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/28/2020,7:57:26 AM,EST,*P7,Low,1,1,1,0,1,6,,,,,2/28/2020,7:57:35 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/28/2020,9:59:19 AM,EST,*P7,Low,1,1,1,0,1,22,,,,,2/28/2020,9:59:31 AM,EST,Auto Acknowledged by System
335 F,10163757,SHR/SH,Plant 7,55681,2/28/2020,10:18:39 AM,EST,*P7,Low,1,1,1,0,1,0,,,,,2/28/2020,10:18:39 AM,EST,Auto Acknowledged by System
519 F,10020962,WAVE,Plant 7,887,2/6/2020,11:28:12 AM,EST,*P7,High,5,1,5,5,,,,,,,2/6/2020,1:06:01 PM,EST,Operator stated the alarm sounded when she turned into the Wave aisle. No damage or injury occurred.
648 O,9A192150,IC,Plant 8,2390,2/14/2020,11:11:32 AM,EST,,High,5,4,1,2,29,0,,,,,2/14/2020,12:16:09 PM,EST,dumping trash hopper
648 O,9A192150,IC,Plant 8,2390,2/14/2020,11:11:33 AM,EST,,High,5,1,1,1,29,0,,,,,2/14/2020,12:17:30 PM,EST,dumping trash hopper no damage
648 O,9A192150,IC,Plant 8,2390,2/14/2020,11:29:10 AM,EST,*P4 4E20,High,5,3,1,1,29,35,,,,,2/14/2020,12:14:17 PM,EST,dumping trash hopper no damage
648 O,9A192150,IC,Plant 8,53918,2/12/2020,8:55:09 AM,EST,*P8 Shop Floor NE,High,5,2,1,1,29,0,,,,,2/12/2020,10:48:34 AM,EST,Hitting the front of the mast when pushing a trash hopper back no damage.
648 O,9A192150,IC,Plant 8,53918,2/13/2020,8:17:27 AM,EST,*BU,High,5,2,1,1,29,0,,,,,2/13/2020,9:13:30 AM,EST,Snow pot hole no damage
648 O,9A192150,IC,Plant 8,53918,2/13/2020,10:18:35 AM,EST,*P5 Loc-1 near C52,High,5,2,1,1,29,67,,,,,2/13/2020,11:05:42 AM,EST,Snow pot hole no damage
405 O,6A339495,TR 4500,Plant 8,54487,2/10/2020,4:00:13 AM,EST,*P5 Loc-1 near C52,High,6,6,6,3,15,24,,,,,4/14/2020,8:41:38 AM,EDT,No Comment
412 O,10083185,TR 4500,Plant 8,25050,2/10/2020,8:26:25 AM,EST,Out of Range,High,8,10,8,8,15,0,,,,,3/3/2020,6:37:15 AM,EST,No Comment
412 O,10083185,TR 4500,Plant 8,25050,2/13/2020,8:25:50 AM,EST,Out of Range,High,8,11,8,11,15,20,,,,,3/3/2020,6:37:13 AM,EST,No Comment
412 O,10083185,TR 4500,Plant 8,27969,2/3/2020,11:34:33 AM,EST,*P5 Loc-1 near C52,High,8,11,8,6,15,35,,,,,2/4/2020,6:22:14 AM,EST,No Comment
412 O,10083185,TR 4500,Plant 8,57087,2/24/2020,3:43:16 AM,EST,*P5 Loc-1 near C52,High,8,9,8,3,15,24,,,,,2/27/2020,3:17:28 AM,EST,No Comment
412 O,10083185,TR 4500,Plant 8,22946,2/18/2020,8:58:05 AM,EST,Out of Range,High,8,8,8,4,15,20,,,,,3/3/2020,6:37:12 AM,EST,No Comment
518 O,9A216581,WAVE,Plant 8,1154,2/21/2020,2:23:39 PM,EST,Out of Range,High,15,4,15,20,,,,,,,4/14/2020,8:42:13 AM,EDT,No Comment
081003 DIAMANTE Q1,1A340456,RC5500,Queretaro Plt 1,3108,2/4/2020,2:54:31 PM,CST,4C776DFF9E6A,Low,2,2,2,1,14,0,,,,,4/14/2020,8:41:26 AM,EDT,No Comment
151113 TOPACIO Q1,7A279456,WP,Queretaro Plt 1,4124,2/8/2020,10:04:35 AM,CST,Out of Range,High,20,22,15,10,,,Locked,2/8/2020,10:16:52 AM,CST,4/14/2020,8:41:39 AM,EDT,No Comment
110301 ALMACEN Q2,9A174784,IC,Queretaro Plt 2,2029,2/5/2020,2:56:50 PM,CST,Out of Range,High,10,2,10,11,18,0,Locked,2/5/2020,3:04:36 PM,CST,4/14/2020,8:41:26 AM,EDT,No Comment
131031 ONIX,1A409427,RR,Queretaro Plt 2,3549,2/12/2020,5:31:58 AM,CST,00A6CA7212F4,Low,1,2,1,2,19,68,,,,,4/14/2020,8:41:45 AM,EDT,No Comment
131031 ONIX,1A409427,RR,Queretaro Plt 2,3557,2/6/2020,9:28:17 AM,CST,Out of Range,Low,1,1,1,2,19,49,,,,,4/14/2020,8:41:26 AM,EDT,No Comment
131031 ONIX,1A409427,RR,Queretaro Plt 2,3742,2/1/2020,3:17:21 PM,CST,A46C2A883AC4,Low,1,0,1,1,19,0,,,,,4/14/2020,8:41:08 AM,EDT,No Comment
131031 ONIX,1A409427,RR,Queretaro Plt 2,3742,2/5/2020,10:32:14 PM,CST,00A6CA86CFD4,Low,1,1,1,0,19,5,,,,,4/14/2020,8:41:26 AM,EDT,No Comment
131031 ONIX,1A409427,RR,Queretaro Plt 2,3742,2/11/2020,1:30:41 PM,CST,Out of Range,Low,1,1,1,0,19,2,,,,,2/12/2020,2:03:35 PM,CST,el impacto se registra cuando el mecanismo regresa y golpea el montacarga
131031 ONIX,1A409427,RR,Queretaro Plt 2,3742,2/18/2020,2:00:43 PM,CST,Out of Range,Low,1,1,1,2,19,29,,,,,2/19/2020,4:21:43 PM,CST,se activo con la retracción del reach
150303 RUBI,1A433554,RR,Queretaro Plt 2,3540,2/14/2020,9:54:17 PM,CST,Out of Range,High,5,5,8,2,19,26,Locked,2/14/2020,9:59:30 PM,CST,2/17/2020,5:45:36 PM,CST,"El colaborador se le bloquea por el piso en mal estado, en el área de contenedores"
131202 RUBI,6A318557,SHR/SH,Queretaro Plt 2,3245,2/28/2020,9:17:00 PM,CST,F8C28884069B,High,35,47,25,31,,,Locked,2/28/2020,9:19:52 PM,CST,2/28/2020,9:31:42 PM,CST,"Patín no alcanza a frenar impactando contra otro SHR 131202, comenta el colaborador que hizo contra marcha con el botón y no freno, al igual soltó el volante y no freno, se manda a mantenimiento para su revisión."
080724 ALMACEN Q2,9A159995,WAVE,Queretaro Plt 2,2730,2/5/2020,1:52:35 PM,CST,Out of Range,High,10,10,10,14,,,Locked,2/5/2020,1:53:12 PM,CST,4/14/2020,8:41:26 AM,EDT,No Comment
080724 ALMACEN Q2,9A159995,WAVE,Queretaro Plt 2,2730,2/7/2020,8:25:30 AM,CST,Out of Range,High,10,4,10,10,,,Locked,2/7/2020,8:27:05 AM,CST,4/14/2020,8:41:26 AM,EDT,No Comment
170115 Q3,7A300893,WP,Queretaro Plt 3,3894,2/27/2020,10:26:38 AM,CST,Out of Range,High,20,12,15,22,,,Locked,2/27/2020,10:26:48 AM,CST,2/27/2020,10:42:03 AM,CST,pruebas de equipo 
170115 Q3,7A300893,WP,Queretaro Plt 3,3423,2/14/2020,11:40:56 AM,CST,Out of Range,High,20,5,15,15,,,Locked,2/14/2020,1:10:07 PM,CST,2/18/2020,8:04:08 AM,CST,"La alerta se generó cuando se estaba cargando materiales sobre una tarima hacia la caja de un tráiler, no hay colisión del equipo contra otro objeto y nuestro colaborador no presenta lesiones."
RRTest ENG/TEST,TESTLINE,RR,Test Line-Plant 4,TESTER,2/20/2020,9:17:17 AM,EST,*P4 Main Ent.,High,30,40,30,35,25,0,,,,,2/20/2020,9:39:14 AM,EST,No Comment
RRTest ENG/TEST,TESTLINE,RR,Test Line-Plant 4,TESTER,2/20/2020,2:17:00 PM,EST,00A6CA86EF43,High,35,8,35,35,25,0,,,,,4/14/2020,8:42:02 AM,EDT,No Comment
RRTest ENG/TEST,TESTLINE,RR,Test Line-Plant 4,TESTER,2/20/2020,2:17:29 PM,EST,00A6CA86EF43,Low,2,0,2,4,25,0,,,,,2/20/2020,2:16:27 PM,EST,Auto Acknowledged by System
RRTest ENG/TEST,TESTLINE,RR,Test Line-Plant 4,TESTER,2/20/2020,2:18:10 PM,EST,Out of Range,Low,2,19,2,24,25,0,,,,,2/20/2020,2:18:37 PM,EST,Auto Acknowledged by System
RRTest ENG/TEST,TESTLINE,RR,Test Line-Plant 4,TESTER,2/25/2020,8:23:24 AM,EST,*P4 PP4B32,High,35,17,35,35,25,0,,,,,4/14/2020,8:42:19 AM,EDT,No Comment
RRTest ENG/TEST,TESTLINE,RR,Test Line-Plant 4,TESTER,2/25/2020,8:24:03 AM,EST,Out of Range,Low,2,8,2,4,25,0,,,,,2/25/2020,8:24:37 AM,EST,Auto Acknowledged by System
RRTest ENG/TEST,TESTLINE,RR,Test Line-Plant 4,TESTER,2/25/2020,8:24:10 AM,EST,Out of Range,Low,2,9,2,5,25,0,,,,,2/25/2020,8:24:37 AM,EST,Auto Acknowledged by System
RRTest ENG/TEST,TESTLINE,RR,Test Line-Plant 4,TESTER,2/25/2020,8:26:05 AM,EST,Out of Range,Low,2,5,2,8,25,0,,,,,2/25/2020,8:26:10 AM,EST,Auto Acknowledged by System
RRTest ENG/TEST,TESTLINE,RR,Test Line-Plant 4,TESTER,2/25/2020,8:26:27 AM,EST,*P4 Main Ent.,Low,2,1,2,2,25,0,,,,,2/25/2020,8:26:24 AM,EST,Auto Acknowledged by System
RRTest ENG/TEST,TESTLINE,RR,Test Line-Plant 4,TESTER,2/25/2020,8:26:39 AM,EST,*P4 Main Ent.,Low,2,19,2,16,25,0,,,,,2/25/2020,8:26:36 AM,EST,Auto Acknowledged by System
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,2/3/2020,6:18:27 AM,EST,*P4 H12,High,3,3,3,2,12,0,,,,,2/20/2020,9:39:31 AM,EST,No Comment
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,2/3/2020,6:18:29 AM,EST,*P4 H12,High,3,36,3,30,12,0,,,,,2/20/2020,9:39:31 AM,EST,No Comment
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,2/3/2020,6:18:30 AM,EST,*P4 H12,High,3,5,3,4,12,0,,,,,2/20/2020,9:39:31 AM,EST,No Comment
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,2/3/2020,6:40:04 AM,EST,*P4 H12,High,3,40,3,35,12,0,,,,,2/20/2020,9:39:31 AM,EST,No Comment
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,2/3/2020,7:00:47 AM,EST,*P4 H12,High,3,42,3,19,12,0,,,,,2/20/2020,9:39:31 AM,EST,No Comment
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,2/3/2020,7:24:53 AM,EST,*P4 H12,High,3,39,3,31,12,0,,,,,2/20/2020,9:39:31 AM,EST,No Comment
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,2/3/2020,7:24:57 AM,EST,*P4 H12,High,3,6,3,24,12,0,,,,,2/20/2020,9:39:31 AM,EST,No Comment
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,2/3/2020,7:42:49 AM,EST,*P4 H12,High,3,40,3,27,12,0,,,,,2/20/2020,9:39:31 AM,EST,No Comment
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,2/3/2020,7:42:49 AM,EST,*P4 H12,High,3,9,3,6,12,0,,,,,2/20/2020,9:39:31 AM,EST,No Comment
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,2/3/2020,7:42:53 AM,EST,*P4 H12,High,3,6,3,26,12,0,,,,,2/20/2020,9:39:31 AM,EST,No Comment
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,2/3/2020,7:57:20 AM,EST,*P4 H12,High,3,40,3,14,12,0,,,,,2/20/2020,9:39:31 AM,EST,No Comment
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,2/3/2020,7:57:23 AM,EST,*P4 H12,High,3,18,3,35,12,0,,,,,2/20/2020,9:39:31 AM,EST,No Comment
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,2/3/2020,7:57:28 AM,EST,*P4 H12,High,3,42,3,35,12,0,,,,,2/20/2020,9:39:31 AM,EST,No Comment
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,2/3/2020,7:57:32 AM,EST,*P4 H12,High,3,15,3,33,12,0,,,,,2/20/2020,9:39:31 AM,EST,No Comment
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,2/3/2020,8:19:48 AM,EST,*P4 H12,High,3,6,3,1,12,0,,,,,2/20/2020,9:39:31 AM,EST,No Comment
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,2/3/2020,9:37:23 AM,EST,*P4 H12,High,3,41,3,35,12,0,,,,,2/20/2020,9:39:31 AM,EST,No Comment
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,2/3/2020,9:37:27 AM,EST,*P4 H12,High,3,7,3,35,12,0,,,,,2/20/2020,9:39:31 AM,EST,No Comment
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,2/3/2020,9:54:20 AM,EST,*P4 H12,High,3,42,3,29,12,0,,,,,2/20/2020,9:39:31 AM,EST,No Comment
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,2/3/2020,9:54:23 AM,EST,*P4 H12,High,3,7,3,34,12,0,,,,,2/20/2020,9:39:31 AM,EST,No Comment
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,2/3/2020,10:14:56 AM,EST,*P4 H12,High,3,38,3,26,12,0,,,,,2/20/2020,9:39:31 AM,EST,No Comment
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,2/3/2020,10:14:59 AM,EST,*P4 H12,High,3,5,3,35,12,0,,,,,2/20/2020,9:39:31 AM,EST,No Comment
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,2/3/2020,10:36:46 AM,EST,*P4 H12,High,3,31,3,20,12,0,,,,,2/20/2020,9:39:31 AM,EST,No Comment
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,2/3/2020,12:06:42 PM,EST,*P4 H12,High,3,35,3,8,12,0,,,,,2/20/2020,9:39:31 AM,EST,No Comment
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,2/3/2020,12:21:54 PM,EST,*P4 H12,High,3,40,3,33,12,0,,,,,2/20/2020,9:39:31 AM,EST,No Comment
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,2/3/2020,12:21:54 PM,EST,*P4 H12,High,3,3,3,3,12,0,,,,,2/20/2020,9:39:31 AM,EST,No Comment
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,2/3/2020,12:42:53 PM,EST,*P4 H12,High,3,19,3,21,12,0,,,,,2/20/2020,9:39:31 AM,EST,No Comment
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,2/3/2020,1:10:30 PM,EST,*P4 H12,High,3,7,3,35,12,0,,,,,2/20/2020,9:39:31 AM,EST,No Comment
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,2/3/2020,1:10:31 PM,EST,*P4 H12,High,3,2,3,11,12,0,,,,,2/20/2020,9:39:31 AM,EST,No Comment
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,2/3/2020,1:31:04 PM,EST,*P4 H12,High,3,17,3,35,12,0,,,,,2/20/2020,9:39:31 AM,EST,No Comment
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,2/3/2020,1:31:05 PM,EST,*P4 H12,High,3,3,3,15,12,0,,,,,2/20/2020,9:39:31 AM,EST,No Comment
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,2/4/2020,6:08:07 AM,EST,*P4 H12,High,3,40,3,19,12,0,,,,,2/20/2020,9:39:31 AM,EST,No Comment
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,2/4/2020,6:08:11 AM,EST,*P4 H12,High,3,42,3,20,12,0,,,,,2/20/2020,9:39:31 AM,EST,No Comment
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,2/4/2020,6:08:15 AM,EST,*P4 H12,High,3,12,3,33,12,0,,,,,2/20/2020,9:39:31 AM,EST,No Comment
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,2/4/2020,6:08:19 AM,EST,*P4 H12,High,3,13,3,33,12,0,,,,,2/20/2020,9:39:31 AM,EST,No Comment
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,2/4/2020,6:27:28 AM,EST,*P4 H12,High,3,41,3,30,12,0,,,,,2/20/2020,9:39:31 AM,EST,No Comment
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,2/4/2020,6:27:33 AM,EST,*P4 H12,High,3,25,3,35,12,0,,,,,2/20/2020,9:39:31 AM,EST,No Comment
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,2/4/2020,6:48:35 AM,EST,*P4 H12,High,3,41,3,22,12,0,,,,,2/20/2020,9:39:31 AM,EST,No Comment
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,2/4/2020,6:48:36 AM,EST,*P4 H12,High,3,10,3,5,12,0,,,,,2/20/2020,9:39:31 AM,EST,No Comment
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,2/4/2020,6:48:40 AM,EST,*P4 H12,High,3,5,3,14,12,0,,,,,2/20/2020,9:39:31 AM,EST,No Comment
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,2/4/2020,6:48:44 AM,EST,*P4 H12,High,3,20,3,35,12,0,,,,,2/20/2020,9:39:31 AM,EST,No Comment
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,2/4/2020,6:48:49 AM,EST,*P4 H12,High,3,16,3,35,12,0,,,,,2/20/2020,9:39:31 AM,EST,No Comment
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,2/4/2020,6:48:54 AM,EST,*P4 H12,High,3,26,3,35,12,0,,,,,2/20/2020,9:39:31 AM,EST,No Comment
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,2/4/2020,6:49:00 AM,EST,*P4 H12,High,3,42,3,35,12,0,,,,,2/20/2020,9:39:31 AM,EST,No Comment
